timestamp,soc,current,gear,motor_active,accelerator,brake,cap_voltage,speed,odometer,range,battery_voltage,available_energy,charging_status,motor_temp,power_request
1753353270.419176597,84,1.2,Drive,1,34,0,56.5,107.6,3505.3,32,0.0,0.0,0x00,0,0.0
1753353276.437259095,84,-4.2,Drive,1,42,0,56.5,309.8,3505.3,32,0.0,0.0,0x00,0,0.0
1753353280.007594979,84,-6.2,Drive,1,21,0,56.5,284.2,3505.3,32,0.0,0.0,0x00,0,0.0
1753353288.473448361,83,-4.0,Drive,1,44,0,56.5,284.2,3505.3,32,0.0,0.0,0x00,0,0.0
1753353294.491256901,83,-13.8,Drive,1,0,0,56.5,169.0,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353300.356542211,83,-1.2,Drive,1,0,0,56.5,169.0,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353306.475920021,83,-1.0,Drive,1,59,0,56.5,112.6,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353312.494140956,83,-2.0,Neutral,1,0,1,56.5,0.0,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353318.562731006,83,-1.0,Neutral,1,0,0,56.5,0.0,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353324.579986941,83,-1.0,Neutral,1,0,0,56.5,0.0,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353880.769944640,83,-1.0,Neutral,1,0,0,56.5,0.0,3505.3,32,57.5,5.1,0x2A,0,0.0
1753353886.890104638,83,-1.0,Neutral,1,0,0,56.5,0.0,3505.3,32,57.5,5.1,0x2A,0,0.0
